module output,emotion,label
"Just really good. So far, probably the best BT headset I have ever had.",love,Positive
Works fine,Relief,Positive
I received my headset in good time and was happy with it,happiness,Positive
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip,happiness,Positive
My sister has one also and she loves it,love,Positive
Good Quality,love,Positive
This is by far the worst purchase I've made on Amazon,Anger,Negative
Excellent dual-purpose headset,love,Positive
Excellent!,happiness,Positive
Does not work for listening to music with the cingular 8125,Sadness,Negative
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside",Relief,Positive
"The bottowm line another worthless, cheap gimmick from Sprint",hate,Negative
Having trouble with volume,hate,Negative
The only good thing was that it fits comfortably on small ears,Relief,Positive
WARNING - DO NOT BUY!!,Anger,Negative
"I am pairing this with my iphone, and I could not be happier with it so far",happiness,Positive
"When it opens, the battery connection is broken and the device is turned off",Sadness,Negative
"I didn't want the clip going over the top of my ear, causing discomfort",Sadness,Negative
Best headset ever!!!,love,Positive
Don't trust their website and don't expect any helpful support,hate,Negative
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,Relief,Positive
The speaker is of low quality so as making the ring tones sound very cheap,Sadness,Negative
"Fits comfortably, came with three sizes of earbud tips",Relief,Positive
Excellent product for the price,love,Positive
Bad Reception,Anger,Negative
This product is very High quality Chinese CRAP!!!!!!,Anger,Negative
It was quite comfortable in the ear,Relief,Positive
Great phone,love,Positive
Don't buy this product - It fails!,Anger,Negative
Everything about this product is wrong.First.,Anger,Negative
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature,Relief,Positive
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts",hate,Negative
Terrible phone holder,hate,Negative
The cutouts and buttons are placed perfectly,Relief,Positive
I love being able to use one headset for both by land-line and cell,love,Positive
Problem is that the ear loops are made of weak material and break easily,hate,Negative
Not nearly as good looking as the AMAZON picture makes it look,hate,Negative
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product",love,Positive
How stupid is that?,hate,Negative
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting",Surprise,Positive
Seller shipped quickly and much cheaper than the competitors,happiness,Positive
"Good show, Samsung",Surprise,Positive
So I bought about 10 of these and saved alot of money,happiness,Positive
It always cuts out and makes a beep beep beep sound then says signal failed,hate,Negative
Couldn't figure it out,neutral,neutral
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it",hate,Negative
So I had to take the battery out of the phone put it all back together and then restart it,Anger,Negative
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop",hate,Negative
Leopard Print is wonderfully wild!,love,Positive
Works for me,Relief,Positive
"Saggy, floppy piece of junk",hate,Negative
much better than the hard plastic cases,Surprise,Positive
It also had a new problem,Anger,Negative
Happy so far!,enthusiasm,Positive
cool phone,enthusiasm,Positive
Works good,enthusiasm,Positive
Motorola finally got the voice quality of a bluetooth headset right,Surprise,Positive
It looses connection to the phone even when it is within a couple feet between the two,neutral,Negative
"but it is great, i would really recommend it",happiness,Positive
Makes it easier to keep up with my bluetooth when I'm not wearing it,Sadness,Negative
As I said above.PRETTY USELESS!,Anger,Negative
Never got it!!!!!,Anger,Negative
This pair of headphones is the worst that I have ever had sound-wise,hate,Negative
[] down the drain because of a weak snap!,Sadness,Negative
Does not charge the Cingular (ATT) 8525 phone,Sadness,Negative
"You get extra minutes so that you can carry out the call and not get cut off""",happiness,Positive
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls",Sadness,Negative
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off,fun,Negative
The headset fulfills my requirements so I am happy with my purchase,Relief,Positive
Logitech Bluetooth Headset is a 10!,love,Positive
"I like the fact that it rests lightly against your ear, rather than inside",happiness,Positive
A lot of websites have been rating this a very good phone and so do I,happiness,Positive
I have tried these cables with my computer and my iPod and it works just fine,Relief,Positive
"The mic there is a joke, and the volume is quite low",hate,Negative
I'm returning them,neutral,neutral
I does not maintain a connection with the computer while it is on my lap,Sadness,Negative
It is easy to turn on and off when you are in the car and the volume controls are quite accessable,Relief,Positive
I have had mine for about a year and this Christmas I bought some for the rest of the family,happiness,Positive
"Otherwise, easy to install and use, clear sound",happiness,Positive
nice leather,happiness,Positive
I had to purchase a different case,sadness,Negative
It is a joy to use,happiness,Positive
Very much disappointed with this company,Anger,Negative
Very satisifed with that,Relief,Positive
It didn't charge for me,neutral,neutral
This is the phone to get for 2005. I just bought my S710a and all I can say is WOW!,Surprise,Positive
Buttons are too small,sadness,Negative
Just reading on the specs alone makes you say WOW,Surprise,Positive
Love it! Great armband.,love,Positive
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic,Surprise,Positive
"However, the keypads are so tinny that I sometimes reach the wrong buttons",Surprise,Negative
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision,happiness,Positive
I was very impressed with the price of the cases,Surprise,Positive
Also makes it easier to hold on to,happiness,Positive
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",Surprise,Positive
It's pretty easy,Surprise,Positive
I cannot make calls at certain places,sadness,neutral
"however, my girl was complain that some time the phone doesn't wake up like normal phone does",sadness,Negative
Beautiful styling though,happiness,Positive
This company charge me a restocking fee and still not given me my refund back,Anger,Negative
I'm trying to return it for a refund,Anger,Negative
I plugged it in only to find out not a darn thing worked,Anger,Negative
Excellent product,happiness,Positive
Earbud piece breaks easily,hate,Negative
Lousy product,hate,Negative
This phone tries very hard to do everything but fails at it's very ability to be a phone,sadness,Negative
It is the best charger I have seen on the market yet,love,Positive
SWEETEST PHONE!!!,love,Positive
":-)Oh, the charger seems to work fine",neutral,Positive
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal,Surprise,Positive
Not enough volume,sadness,Negative
Echo Problem!Very unsatisfactory.,hate,Negative
you could only take 2 videos at a time and the quality was very poor,hate,Negative
don't waste your money,neutral,Negative
I am going to have to be the first to negatively review this product,hate,Negative
Adapter does not provide enough charging current,sadness,Negative
"There was so much hype over this phone that I assumed it was the best, my mistake",Anger,Negative
You also cannot take pictures with it in the case because the lense is covered,sadness,Negative
Phone falls out easily,sadness,Negative
"It didn't work, people can not hear me when I talk",Anger,Negative
The text messaging feature is really tricky to use,sadness,Negative
I'm really disappointed all I have now is a charger that doesn't work,Anger,Negative
Painful on the ear,sadness,Negative
Lasted one day and then blew up,hate,Negative
disappointed,Anger,Negative
Kind of flops around,hate,Negative
The screen does get smudged easily because it touches your ear and face,sadness,Negative
What a piece of junk,hate,Negative
Item Does Not Match Picture,sadness,Negative
The only thing that disappoint me is the infra red port (irda),hate,Negative
"You can not answer calls with the unit, never worked once!",hate,Negative
Booking my train has failed repeatedly,Anger,Negative
Booking my flight has failed repeatedly,Anger,Negative
Very poor app is yours,Worry,Negative
My cab Why is not coming,Anger,Negative
Very corny website is your brother,Anger,Negative
What is frivolous interface of your app,Anger,Negative
The world's most useless app is yours,Anger,Negative
What sucks App,Anger,Negative
what is this nonsense,Anger,Negative
A complaint against cab driver,Anger,Negative
What are you doing stupid things,Anger,Negative
Some are even speaking man,Anger,Negative
Man repeatedly Indica Why is now,Anger,Negative
How lousy service you,Anger,Negative
Thou ass,Anger,Negative
I am very angry,Anger,Negative
They died called cabs,Anger,Negative
And how will you make waiting brother,Anger,Negative
 What do you once I do not understand,Anger,Negative
"Dude, what are you talking nonsense",Anger,Negative
what an insult man,Anger,Negative
The right thing not tell you,Anger,Negative
You do not understand at once,Anger,Negative
App repeatedly stuck Why,Anger,Negative
Very confusing your interface,Anger,Negative
I do not understand anything,Empty,Negative
They called cabs longer man,Relief,Negative
I am very complaint you,Anger,Negative
do that things,Empty,Negative
Cab to be canceled again,Anger,Negative
I am very angry with you,Anger,Negative
Plumbing app that,Anger,Negative
A lot of times you're going to say the same thing,Anger,Negative
Head screwed,Anger,Negative
You're not a job,Anger,Negative
How often would speak the same thing,Anger,Negative
Some do not work this App,Anger,Negative
No figure on going once,Anger,Negative
what faggots?,Anger,Negative
Useless app,Anger,Negative
Will not you,Anger,Negative
My time ruined,Anger,Negative
Better than you might have and I will do it myself,Anger,Negative
Since you are unable to work,Anger,Negative
I should make you work best ass,Anger,Negative
stop this you bastard,Anger,Negative
Sometimes come to work you,Boredom,Negative
Useless,Anger,Negative
Waste of Time,Anger,Negative
Poor Service,Anger,Negative
what dumbness,Anger,Negative
Crazy has made this app,Anger,Negative
This app is useless Response,Anger,Negative
funny crazy you are,Anger,Negative
What th Fk,Anger,Negative
You're insult why was my,Anger,Negative
Come On Man,Anger,Negative
It's taking very long to book a cab,Anger,Negative
Fk off,Anger,Negative
I fed up,Anger,Negative
Much suffering App,Anger,Negative
Stupid what?,Anger,Negative
I do not want to talk to you,Anger,Negative
"That said, why do not they?",Anger,Negative
Sisterfucker,Anger,Negative
You're brother mofo,Anger,Negative
bastard,Anger,Negative
motherfucker,Anger,Negative
What Loser bit app,Anger,Negative
You never understand anything,Anger,Negative
You brainless single-handedly,Anger,Negative
It looks like i am talking to the wall,Anger,Negative
You're mad,Anger,Negative
Bastard,Anger,Negative
Pitiful,Anger,Negative
Illiterate App,Anger,Negative
Bastard,Anger,Negative
Work cocks as did,Anger,Negative
Nothing banks bay,Anger,Negative
How dumb you understand nothing,Anger,Negative
These cocks bots,Anger,Negative
Have passed since you rascal,Anger,Negative
You can't work,Anger,Negative
You're of no use,Anger,Negative
Man's Poor Service,Anger,Negative
He died,Anger,Negative
hey dumb these channels are why not working,Anger,Negative
Hey these channels how locked ass,Anger,Negative
The rate of the channels have so much why repeatedly,Anger,Negative
Why so costly,Anger,Negative
Yet law did not delivery,Anger,Negative
What an absurd man,Anger,Negative
Owl is what I understand you,Anger,Negative
Convince my ass what,Anger,Negative
Always becomes how such stupid App,Anger,Negative
Never was I so much worried,Anger,Negative
What kept you understand you have a dog,Anger,Negative
Man on nothing leaves,Anger,Negative
Tell us what man mood is bad,Anger,Negative
How do you like to cut my money be,Anger,Negative
Will have to complain to their senior executives,Anger,Negative
My Crazy balance to be liquidated,Anger,Negative
What a lousy plan,Anger,Negative
Tell baby donkey's Problem Solv How do I,Anger,Negative
I have 10 times complain but can not get a solution,Anger,Negative
You Keep Your Service to you,Anger,Negative
Retain your pack,Anger,Negative
How many times did my Dish TV to recharge,Anger,Negative
To recharge did not understand at once,Anger,Negative
Recharge quietly,Anger,Negative
Brains do not deform and quick recharge,Anger,Negative
Where will hold thy recharged,Anger,Negative
Early recharge asshole,Anger,Negative
Early bound my money Idiot,Anger,Negative
Illiterate you will quickly recharge,Anger,Negative
My mind can not deform and recharged immediately,Anger,Negative
Brother my money would come from,Anger,Negative
Quietly returned my money,Anger,Negative
No put me money I brother thief,Anger,Negative
Unable to'm recharged,Anger,Negative
You just give details of their packs worthless,Anger,Negative
Are packs fuck,Anger,Negative
The same thing many times speak,Anger,Negative
When the same thing speak,Anger,Negative
Who are you going to do there,Anger,Negative
Anything but my money revert any more,Anger,Negative
How closed channels you like,Anger,Negative
Great deals cometh,Happy,Positive
The hotel is amazing,Happy,Positive
Received a number of offers,Happy,Positive
An app Brother,Happy,Positive
Your Service we are happy,Happy,Positive
Thank you,Happy,Positive
You Are The Best,Happy,Positive
Wow brother got great deals,Happy,Positive
Thanks to the good form,Happy,Positive
Thanku charioteer! I love you !,Love,Positive
This hotel was quite good,Happy,Positive
thank you brother,Happy,Positive
What's love got great hotel,Happy,Positive
Nice,Happy,Positive
Great work brother,Enthusiasm,Positive
Help Thanks,Happy,Positive
You are very good,Happy,Positive
You Have lotus,Happy,Positive
Wow has grown so quickly,Happy,Positive
good job bro,Enthusiasm,Positive
good job,Enthusiasm,Positive
Thanks charioteer,Happy,Positive
It's a great app,Happy,Positive
Today's weather is very fine man,Happy,Positive
What a beautiful hotel,Surprise,Positive
Was engrossed in love,Love,Positive
It was fantastic place it,Happy,Positive
These work very well You,Happy,Positive
Amazing was the hotel,Happy,Positive
Flight enjoyed it,Happy,Positive
Train travel was quite good,Happy,Positive
"Brother, you have my very help",Happy,Positive
Worked a number of brothers and You,Happy,Positive
Cab driver was helping,Happy,Positive
You're so beautiful,Happy,Positive
Hearts have you happy,Happy,Positive
So beautiful hotel,Happy,Positive
My mind was pleased,Happy,Positive
I was happy,Happy,Positive
Thanks for the help,Happy,Positive
very good,Happy,Positive
Thank You Very Much,Happy,Positive
thanks my brother,Happy,Positive
Thanks charioteer,Happy,Positive
you are very smart,Happy,Positive
You are great man,Happy,Positive
You have a long way,Happy,Positive
Very good,Happy,Positive
Best,Happy,Positive
It is good,Happy,Positive
Very good cab driver,Happy,Positive
You are so sweet,Happy,Positive
You might have to be quite intelligent,Happy,Positive
What is the right App,Happy,Positive
Oh fine,Happy,Positive
Great Ape,Happy,Positive
I Am Impressd,Surprise,Positive
Very Nice,Happy,Positive
Thank you so much,Happy,Positive
You won the hearts,Surprise,Positive
You were amazing,Happy,Positive
Charioteer Hail,Happy,Positive
it is very kind of you,Happy,Positive
You are great man,Happy,Positive
You're big fun,Happy,Positive
Brother is strongly work,Happy,Positive
The beautiful App,Happy,Positive
I enjoy your work of herpes,Happy,Positive
Masha Allah,Surprise,Positive
Did swell up,Happy,Positive
You Are Good,Happy,Positive
Wonderful,Happy,Positive
Good Service,Happy,Positive
It's so good,Happy,Positive
well done,Happy,Positive
Many enjoyed,Happy,Positive
Best You,Happy,Positive
Thanks for the help,Happy,Positive
You was supposed to Service,Happy,Positive
nice to talk to you,Happy,Positive
Have you been surprised,Happy,Positive
You are very smart,Happy,Positive
Thank you my visit was efficient Tue,Happy,Positive
You have no answer charioteer,Happy,Positive
You're big fun,Happy,Positive
Masha Allah what work you,Happy,Positive
No answer to your work charioteer Bravo,Happy,Positive
Laugh laugh or should I die,Happy,Positive
Thanks,Happy,Positive
Really appreciate the worth,Happy,Positive
Oh wow,Surprise,Positive
What a nice matter,Happy,Positive
correct,Happy,Positive
Enjoying the man,Happy,Positive
How fitting App Man,Happy,Positive
Wow man running right Discount,Surprise,Positive
It's funny,Fun,Positive
I am very happy that the app by Us,Happy,Positive
These channels of clarity is really good,Happy,Positive
Today is going quite well plan,Happy,Positive
So good service so I gave gladly I and money,Happy,Positive
Man this is the right thing,Happy,Positive
Man It works like butter,Happy,Positive
very nice,Happy,Positive
The Awesome that have come before the time,Happy,Positive
I have this app looks great,Happy,Positive
"Enjoying the brother, channels on any dead money are still running",Happy,Positive
So that channels for less money,Happy,Positive
I'm satisfied at all with their service,Happy,Positive
What's the point if there are same service always,Happy,Positive
Oh Wow what Service,Surprise,Positive
Wow great,Surprise,Positive
Thanks rechargeable friend,Happy,Positive
Money Thanks to put the journey,Happy,Positive
Thanks to money and put my man,Happy,Positive
Thanks I was happy,Happy,Positive
Very nice brother,Happy,Positive
Thanks to recharge my hero,Happy,Positive
Was happy I,Happy,Positive
Oh wow what,Surprise,Positive
Good account was not closed,Happy,Positive
Now.Is this tremendous Thanks to register my account,Happy,Positive
Now.Is this tremendous Thanks to register my mobile number,Happy,Positive
WOW! ! ! Man You've described what,Surprise,Positive
Yeepi! ! ! I find cheap flight,Surprise,Positive
Wow ! ! ! What's the weather,Surprise,Positive
Hooray! ! ! What was the deal!,Surprise,Positive
A book a cab'm sorry,Empty,Neutral
Hurry to book a train ticket,Empty,Neutral
What's the temperature today,Empty,Neutral
Tomorrow is a train ticket from Delhi to Mumbai,Empty,Neutral
Here is a 3 star hotel around I,Neutral,Neutral
In the recent past is going to rain what,Neutral,Neutral
Do you have any coupons near you,Neutral,Neutral
Here there was rain in the morning what,Neutral,Neutral
The cheapest book flight tickets two men from Mumbai,Neutral,Neutral
Cracked burst to a book a cab,Neutral,Neutral
what is the weather like today,Neutral,Neutral
Booked 2 flight tickets to Mumbai from Nagpur,Neutral,Neutral
Please find a hotel in Bangalore for my,Neutral,Neutral
Give cab OY a booking,Neutral,Neutral
Abe book a Situ two brothers,Neutral,Neutral
What went to my account,Neutral,Neutral
Such deals to enjoy two man,Neutral,Neutral
And what does this app,Neutral,Neutral
How will find the cheapest flight,Neutral,Neutral
Can train tickets is Thou,Neutral,Neutral
What do I do now,Neutral,Neutral
Train booking not understand how to do?,Neutral,Neutral
How will booking,Neutral,Neutral
Flights to confirm what,Neutral,Neutral
Do not understand do next,Neutral,Neutral
Why is my flight delayed,Neutral,Neutral
Do book a great little hotel,Neutral,Neutral
How do I pay to do?,Neutral,Neutral
I further how Bdu,Neutral,Neutral
"Brother, tell me one thing",Neutral,Neutral
The hotel price is showing so much why,Neutral,Neutral
How will,Neutral,Neutral
Me show hotels around,Neutral,Neutral
Here booking How is,Neutral,Neutral
work done,Neutral,Neutral
What is the status of my flight,Neutral,Neutral
Can you help me help,Neutral,Neutral
I had to book a cab not show why he,Neutral,Neutral
What big car can book,Neutral,Neutral
Why booking here is not,Neutral,Neutral
Call immediately a cab,Neutral,Neutral
Just the Tip,Neutral,Neutral
Two working,Neutral,Neutral
I was supposed to help,Neutral,Neutral
Two mine working,Neutral,Neutral
To work quickly,Neutral,Neutral
The cabs come and how much time,Neutral,Neutral
An auto now two early,Neutral,Neutral
Oh great a help two charioteer,Neutral,Neutral
Do now a recovering,Neutral,Neutral
And what can be done for you to meditate,Neutral,Neutral
Two do anything now to eat in flight,Neutral,Neutral
Two book any hotel in Bangalore,Neutral,Neutral
And what about this app,Neutral,Neutral
Will sun today,Neutral,Neutral
You can book tickets to train to be,Neutral,Neutral
Find out my train status,Neutral,Neutral
The show less time it takes a train,Neutral,Neutral
Train tomorrow Available,Neutral,Neutral
5 minute auto can book,Neutral,Neutral
The day after the Gwalior show no flight tickets Ahmedabad,Neutral,Neutral
Do me a favor Krdoge,Neutral,Neutral
And how are you,Neutral,Neutral
What Flight Tickets Available,Neutral,Neutral
Tell me more,Neutral,Neutral
How is everything?,Neutral,Neutral
Train Do arrive on time station,Neutral,Neutral
What's going to rain in Delhi,Neutral,Neutral
I have a question,Neutral,Neutral
Cabs will come to,Neutral,Neutral
Is my flight on time,Neutral,Neutral
what is this,Neutral,Neutral
The hotel has received many ratings,Neutral,Neutral
The hotel which is in the area,Neutral,Neutral
Today's show season,Neutral,Neutral
What is the temperature outside,Neutral,Neutral
CAB said Brother,Neutral,Neutral
The hotel was fine,Neutral,Neutral
Charioteer Help,Neutral,Neutral
Give my cab canceled,Neutral,Neutral
Book tickets to next month's flight to Delhi by two Bangalore,Neutral,Neutral
How are you,Neutral,Neutral
I was quite tired today,Neutral,Neutral
The very hot man here,Neutral,Neutral
Quite cold,Neutral,Neutral
Weather is pleasant,Neutral,Neutral
Have you eaten your food,Neutral,Neutral
Man said to roam go,Neutral,Neutral
They viewed using apps,Neutral,Neutral
It should once Czech,Neutral,Neutral
Let's try it,Neutral,Neutral
This day is known to be working in a,Neutral,Neutral
Do not understand love what I do,Neutral,Neutral
What right do so much,Neutral,Neutral
Kosice should,Neutral,Neutral
We were going the right way,Neutral,Neutral
Rate of flights Diwali is quite-budget,Neutral,Neutral
Do not know when the money will come back,Neutral,Neutral
OK app looks,Neutral,Neutral
What should recharge,Neutral,Neutral
Over again to restart showing the same *,Neutral,Neutral
The last time how long to recharge,Neutral,Neutral
These channels How do I turn,Neutral,Neutral
The low base pack Which,Neutral,Neutral
Which plan family will be right by,Neutral,Neutral
Can I add channels,Neutral,Neutral
"The channel why the money does not see, I let",Neutral,Neutral
How to cut money from my account,Neutral,Neutral
What to return money Snbaunna,Neutral,Neutral
Last on what is in the balance expire,Neutral,Neutral
"In will come this month, so money",Neutral,Neutral
Balance of my account just mentioned,Neutral,Neutral
How is the balance in my account,Neutral,Neutral
How much balance is left in my account,Neutral,Neutral
How much money is left in my account,Neutral,Neutral
How much money in my account,Neutral,Neutral
The money or not in my account,Neutral,Neutral
Run so long in so much money,Neutral,Neutral
How long will end for my account,Neutral,Neutral
How long will such money,Neutral,Neutral
How long will recharge my,Neutral,Neutral
What will happen right away,Neutral,Neutral
My pack for how long,Neutral,Neutral
You give me the last date,Neutral,Neutral
My account how long,Neutral,Neutral
What is the date of my account Close,Neutral,Neutral
Could you tell expiry of my account to date,Neutral,Neutral
The personality and intellectual development of any human being is in accordance with the condition of the country and its environment.,Neutral,Neutral
"Subhadra Kumari Chauhan was a progressive woman housewife as well as a writer writer, freedom fighter fighter, Janetri and politician.",Surprise,Positive
"She was connected to the ground, so the world of her experiences was very vast",Love,Positive
"This is the reason that there is no dramatization and artificiality anywhere in his literature, but he has become a heart touching expression.",Love,Positive
He was born in the village of Ramnath Singh in a village called Nihalpur near Allahabad.,Neutral,Neutral
"History knows that in the beginning of the twentieth century, caste-based, religious, caste-based stereotypes were at their peak in Indian society.",Neutral,Neutral
From the tradition of child marriage,Neutral,Neutral
The story of Subhadra Kumari Chauhan was also focused against these evil practices.,Surprise,Neutral
Subhadra Kumari Chauhan's much fought Mardani She was the queen of Jhansi is one of the most read songs of Hindi,Happiness,Positive
The song itself is more of a true story of a heroic saga than a song.,Surprise,Positive
This creation has become their identity,Neutral,Neutral
 The language of these stories is simple spoken language. Most of the stories are centered on female discourse.,Neutral,Neutral
Book a cab,Neutral,Neutral
 Book a train or a ticket soon,Neutral,Neutral
What is the temperature today,Neutral,Neutral
 Tomorrow is a train ticket from Delhi to Mumbai,Neutral,Neutral
There is a star hotel nearby,Neutral,Neutral
There is a star hotel nearby,Neutral,Neutral
Do you have a coupon,Neutral,Neutral
 Did it rain here morning,Neutral,Neutral
Book the cheapest flight ticket from here to Mumbai,Neutral,Neutral
Instantly book a cab,Neutral,Neutral
 what is the weather like today,Neutral,Neutral
Book train tickets from Nagpur to Delhi,Neutral,Neutral
Please find a hotel for me in Bangalore,Neutral,Neutral
book a cab,Neutral,Neutral
Abe book a brother for two brothers,Neutral,Neutral
Is my booking done,Neutral,Neutral
Give a deal which will be fun,Neutral,Neutral
And what else do you do,Neutral,Neutral
How to find the cheapest flight,Neutral,Neutral
You can book train tickets,Neutral,Neutral
What do I do now,Neutral,Neutral
Can't understand how to book a train,Neutral,Neutral
How will booking happen,Neutral,Neutral
Is the ticket confirmed,Neutral,Neutral
What to do next,Neutral,Neutral
Why is my flight late,Neutral,Neutral
Book a grand hotel,Neutral,Neutral
How do I make a payment,Neutral,Neutral
How do I move forward,Neutral,Neutral
Brother tell me a thing,Neutral,Neutral
Why is this hotel showing big prices,Neutral,Neutral
How will this happen,Neutral,Neutral
Show me nearby hotels,Neutral,Neutral
How is the booking done,Neutral,Neutral
Work done,Neutral,Neutral
What is the status of my flight,Neutral,Neutral
Can you help me,Neutral,Neutral
Why the cab I booked was not showing,Neutral,Neutral
Can you book a big vehicle,Neutral,Neutral
Why is not booking here,Neutral,Neutral
Call a cab as soon as possible,Neutral,Neutral
Book now,Neutral,Neutral
Do one thing,Neutral,Neutral
I needed help,Neutral,Neutral
Do my one work,Neutral,Neutral
Do one work fast,Neutral,Neutral
How long for the cab,Neutral,Neutral
Book an auto fast,Neutral,Neutral
 Hey nice please do a help charioteer,Neutral,Neutral
Book an uber,Neutral,Neutral
What else can you do for me,Neutral,Neutral
Wow... Loved this place.,Enthusiasm ,Positive
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it,Neutral,Positive
The selection on the menu was great and so were the prices.,Happiness,Positive
The fries were great too,Love,Positive
A great touch,Surprise,Positive
Service was very prompt.,Surprise,Positive
"I tried the Cape Cod ravioli, chicken, with cranberry...mmmm!",Happiness,Positive
Highly recommended,Happiness,Positive
"The food, amazing",Happiness,Positive
Service is also cute.,Love,Positive
I could care less... The interior is just beautiful.,Love,Positive
So they performed.,Neutral,Neutral
That's right....the red velvet cake.....ohhh this stuff is so good.,Happiness,Positive
"This hole in the wall has great Mexican street tacos, and friendly staff.",Neutral,Neutral
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",Neutral,Neutral
I found this place by accident and I could not be happier.,Happiness,Positive
"Overall, I like this place a lot.",Love,Positive
The only redeeming quality of the restaurant was that it was very inexpensive,Neutral,Neutral
Ample portions and good prices.,Surprise,Positive
My first visit to Hiro was a delight!,Fun,Positive
The shrimp tender and moist.,Neutral,Neutral
"On a positive note, our server was very attentive and provided great service.",Empty,Positive
The only thing I did like was the prime rib and dessert section.,Neutral,Neutral
"The burger is good beef, cooked just right",Neutral,Positive
If you want a sandwich just go to any Firehouse!!!!!,Neutral,Neutral
"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing",Neutral,Positive
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,Neutral,Positive
He came running after us when he realized my husband had left his sunglasses on the table,Happiness,Positive
Their chowmein is so good!,Happiness,Positive
The portion was huge!,Surprise,Positive
"Loved it...friendly servers, great food, wonderful and imaginative menu",Surprise,Positive
"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",Neutral,Positive
This place receives stars for their APPETIZERS!!!,Neutral,Neutral
The cocktails are all handmade and delicious.,Empty,Positive
We'd definitely go back here again.,Neutral,Positive
We are so glad we found this place,Surprise,Positive
"Great food and service, huge portions and they give a military discount",Happiness,Positive
Always a great time at Dos Gringos,Fun,Positive
Update.....went back for a second time and it was still just as amazing,Happiness,Positive
A great way to finish a great,Enthusiasm ,Positive
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected",Surprise,Positive
"Really, really good rice, all the time",Neutral,Positive
The sweet potato fries were very good and seasoned well.,Happiness,Positive
Today is the second time I've been to their lunch buffet and it was pretty good.,Happiness,Positive
This place has it!,Enthusiasm ,Positive
I love the Pho and the spring rolls oh so yummy you have to try,Happiness,Positive
 All I have to say is the food was amazing!!! ,Enthusiasm ,Positive
Omelets are to die for!,Enthusiasm ,Positive
Everything was fresh and delicious!,Happiness,Positive
"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",Fun,Positive
Best breakfast buffet!!! Positive,Happiness,Positive
Will be back again!,Enthusiasm ,Positive
Food arrived quickly!,Happiness,Positive
"On the up side, their cafe serves really good food.",Relief,Positive
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",Enthusiasm ,Positive
"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",Boredom,Positive
"Best Buffet in town, for the price you cannot beat it.",Neutral,Positive
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",Neutral,Positive
This is one of the better buffets that I have been to.,Fun,Positive
So we went to Tigerlilly and had a fantastic afternoon!,Happiness,Positive
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",Happiness,Positive
The ambience is wonderful and there is music playing.,Neutral,Positive
Will go back next trip out.,Neutral,Neutral
Sooooo good!!,Enthusiasm ,Positive
This is a really fantastic Thai restaurant which is definitely worth a visit.,Happiness,Positive
"Nice, spicy and tender.",Fun,Positive
Good prices.,Neutral,Positive
Check it out.,Neutral,Positive
Service was fine and the waitress was friendly,Neutral,Positive
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten",Neutral,Positive
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night",Happiness,Positive
"Phenomenal food, service and ambiance.",Happiness,Positive
"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",Neutral,Positive
Penne vodka excellent!,Enthusiasm ,Positive
"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",Neutral,Positive
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even",Happiness,Positive
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",Love,Positive
I had a seriously solid breakfast here.,Neutral,Positive
This is one of the best bars with food in Vegas,Neutral,Positive
My drink was never empty and he made some really great menu suggestions,Neutral,Positive
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,Boredom,Negative
